cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
89;4;2023;2023-04-01;37;5;Resende;3304201;Interior;5;0;0;5;0;5;2;29;1;0;7;1;1;2;4;1;0;3;0;0;0;0;0;2;10;0;6;1;1;34;45;0;4;0;99;24;5;18;1;2;18;10;11;0;32;3;0;0;0;0;425;3
90;4;2023;2023-04-01;28;5;Barra Mansa;3300407;Interior;6;0;0;6;0;6;5;35;1;4;3;3;0;0;3;2;1;1;0;0;0;0;0;0;7;4;4;1;2;24;36;0;2;0;57;33;1;29;3;3;42;7;9;1;54;3;1;0;0;0;468;3
91;4;2023;2023-04-01;10;5;Valença;3306107;Interior;1;0;0;1;0;1;0;34;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;2;22;28;0;0;0;20;40;27;11;2;0;14;1;13;0;60;0;0;0;0;0;247;3
92;4;2023;2023-04-01;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;0;0;0;3;3;1;2;0;0;4;0;1;0;7;0;0;0;0;0;46;3
93;4;2023;2023-04-01;28;5;Volta Redonda;3306305;Interior;6;0;0;6;0;6;7;68;2;3;17;5;0;0;5;6;0;0;1;0;0;0;0;3;15;11;4;0;4;36;55;0;0;0;38;53;25;26;4;11;58;5;11;0;70;4;0;0;0;0;890;3
94;4;2023;2023-04-01;10;5;Piraí;3304003;Interior;0;0;0;0;0;0;0;13;4;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;8;10;0;0;0;16;20;16;3;1;0;8;0;4;0;12;2;0;0;0;0;115;3
95;4;2023;2023-04-01;10;5;Vassouras;3306206;Interior;1;0;0;1;0;1;0;13;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;9;11;0;0;0;9;27;19;6;2;1;15;0;1;0;20;1;0;0;0;0;124;3
96;4;2023;2023-04-01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1;0;0;1;0;1;0;26;6;0;8;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;3;19;23;0;0;0;21;38;30;6;2;0;18;1;11;0;37;0;0;0;0;0;252;3
97;4;2023;2023-04-01;10;5;Mendes;3302809;Interior;0;0;0;0;0;0;0;8;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;6;14;10;4;0;0;7;0;1;0;12;1;0;0;0;0;91;3
98;4;2023;2023-04-01;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;0;0;4;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;2;0;0;0;5;3;2;0;1;1;2;0;1;0;5;0;0;0;0;0;35;3
99;4;2023;2023-04-01;37;5;Itatiaia;3302254;Interior;1;0;0;1;0;1;1;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;8;12;0;0;0;15;18;6;7;5;0;10;0;5;1;19;1;0;0;0;0;156;3
100;4;2023;2023-04-01;37;5;"Porto Real;Quatis";9999992;Interior;1;0;0;1;0;1;1;16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2;4;0;0;0;20;5;2;3;0;2;11;0;1;2;13;0;0;0;0;0;96;3
101;4;2023;2023-04-01;28;5;Pinheiral;3303955;Interior;2;0;0;2;0;2;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;5;6;0;0;0;9;5;0;5;0;0;8;2;2;1;13;0;0;0;0;0;75;3
104;4;2023;2023-04-01;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;0;0;7;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;4;0;0;0;3;8;4;2;2;3;12;2;1;0;25;0;0;0;0;0;60;3
105;4;2023;2023-04-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;1;59;7;1;11;2;1;0;3;1;0;0;0;0;0;0;0;1;5;3;1;2;8;57;71;0;0;0;116;49;5;32;13;2;55;6;19;0;70;1;0;0;0;0;633;3
106;4;2023;2023-04-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;0;23;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;30;35;0;2;0;51;25;10;13;2;3;37;1;5;0;48;2;0;0;0;0;322;3
107;4;2023;2023-04-01;38;7;Paraíba do Sul;3303708;Interior;1;0;0;1;0;1;3;14;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;8;13;0;0;0;10;21;11;5;5;0;15;0;4;2;15;0;0;0;0;0;125;3
108;4;2023;2023-04-01;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1;0;0;1;0;1;4;66;4;1;9;1;0;0;1;0;0;1;1;0;0;0;0;1;4;1;1;0;13;34;50;0;1;0;41;80;49;28;3;2;44;17;45;2;80;5;1;0;0;0;494;3
109;4;2023;2023-04-01;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;0;0;6;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;7;13;9;3;1;0;8;0;25;0;11;0;0;0;0;0;85;3
110;4;2023;2023-04-01;30;7;Teresópolis;3305802;Interior;3;0;0;3;0;3;1;69;12;1;23;1;1;0;2;0;0;2;0;0;0;0;0;1;5;3;2;0;6;56;68;0;0;0;110;49;27;18;9;0;42;8;13;1;77;3;0;0;0;0;651;3
111;4;2023;2023-04-01;30;7;Sumidouro;3305703;Interior;1;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;4;1;1;0;0;1;1;0;0;0;8;1;0;0;0;0;39;3
112;4;2023;2023-04-01;30;7;Carmo;3301207;Interior;0;0;0;0;0;0;0;13;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;8;0;0;0;2;7;3;4;0;0;10;5;1;0;10;0;0;0;0;0;79;3
118;4;2023;2023-04-01;25;4;Araruama;3300209;Interior;2;0;0;2;0;2;5;43;5;1;19;4;1;0;5;4;0;0;1;0;0;0;0;4;14;6;2;1;4;46;63;0;2;0;41;21;6;11;4;5;14;3;8;0;57;4;1;0;0;0;406;3
119;4;2023;2023-04-01;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;0;2;22;0;2;11;0;1;0;1;1;0;0;1;0;0;0;0;1;4;6;1;0;2;15;25;0;0;0;18;10;3;7;0;2;13;2;4;0;27;0;1;0;0;0;147;3
120;4;2023;2023-04-01;35;4;Silva Jardim;3305604;Interior;0;0;0;0;0;0;0;1;2;1;4;1;0;0;1;1;0;0;1;0;0;0;0;0;3;0;0;0;1;3;4;0;0;0;6;5;1;3;1;1;4;3;4;1;7;1;0;0;0;0;49;3
121;4;2023;2023-04-01;32;6;Casimiro de Abreu;3301306;Interior;3;0;0;3;0;3;1;8;1;0;4;2;1;0;3;1;0;0;0;0;0;0;0;0;4;3;1;0;1;6;12;0;1;0;9;5;4;1;0;0;6;0;5;0;20;0;0;0;0;0;96;3
122;4;2023;2023-04-01;32;6;Conceição de Macabú;3301405;Interior;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;0;8;6;3;2;1;2;2;0;1;0;6;0;0;0;0;0;55;3
123;4;2023;2023-04-01;32;6;Macaé;3302403;Interior;5;0;0;5;0;5;16;58;10;3;15;13;8;0;21;6;0;0;1;0;0;0;0;4;32;11;11;3;24;95;149;0;2;0;205;37;12;22;3;4;51;3;4;0;66;7;0;0;0;0;896;3
124;4;2023;2023-04-01;25;4;Saquarema;3305505;Interior;1;0;0;1;0;1;2;35;3;2;19;2;3;0;5;2;0;1;0;0;0;0;0;0;8;5;1;0;14;43;66;0;0;0;63;11;5;6;1;1;17;4;3;0;70;4;1;0;0;0;424;3
125;4;2023;2023-04-01;25;4;São Pedro da Aldeia;3305208;Interior;1;0;0;1;2;3;3;32;3;2;4;7;3;0;10;3;1;5;1;0;0;0;0;2;22;3;0;0;4;28;37;0;0;0;62;18;3;12;3;2;30;1;3;0;21;1;0;0;0;0;293;3
126;4;2023;2023-04-01;25;4;Cabo Frio;3300704;Interior;6;0;0;6;0;6;10;102;11;0;24;16;11;0;27;11;1;3;3;0;0;0;0;6;51;16;12;1;17;132;181;0;2;0;102;68;10;53;7;3;73;26;13;1;92;10;0;0;0;0;1021;3
127;4;2023;2023-04-01;25;4;Armação dos Búzios;3300233;Interior;0;0;0;0;0;0;0;16;3;0;4;2;1;0;3;0;1;0;0;0;0;0;0;1;5;4;3;0;7;38;52;0;0;0;31;12;3;7;2;2;11;3;1;0;18;0;0;0;0;0;262;3
128;4;2023;2023-04-01;32;6;Rio das Ostras;3304524;Interior;3;0;0;3;0;3;3;51;8;4;38;12;3;0;15;6;0;0;2;0;0;0;0;2;26;12;6;0;2;75;96;0;3;0;77;31;6;23;3;6;70;11;14;1;47;5;0;0;0;0;700;3
129;4;2023;2023-04-01;25;4;Iguaba Grande;3301876;Interior;1;0;0;1;0;1;2;10;1;0;3;1;1;0;2;1;0;0;0;0;0;0;0;0;3;4;1;0;1;7;14;0;0;0;11;2;0;2;0;4;3;0;1;1;13;0;0;0;0;0;101;3
130;4;2023;2023-04-01;32;6;"Quissamã;Carapebus";9999994;Interior;0;0;0;0;0;0;3;19;1;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;15;16;0;0;0;7;8;2;5;2;0;9;0;1;1;18;0;0;0;0;0;109;3
132;4;2023;2023-04-01;25;4;Arraial do Cabo;3300258;Interior;0;0;1;1;0;1;3;13;2;0;3;1;2;0;3;0;0;0;0;0;0;0;0;1;4;1;0;0;3;8;12;0;0;0;18;3;1;2;0;0;20;0;3;0;14;0;0;0;0;0;108;3
134;4;2023;2023-04-01;8;6;Campos dos Goytacazes;3301009;Interior;2;0;0;2;0;2;7;92;9;5;7;36;16;1;53;4;0;2;0;0;0;0;0;18;77;10;11;12;22;151;224;0;4;0;223;144;107;24;14;2;96;8;16;2;117;9;0;0;0;0;1262;3
135;4;2023;2023-04-01;36;6;Itaocara;3302106;Interior;0;0;0;0;0;0;1;11;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;5;8;0;1;0;2;7;5;2;0;1;6;0;1;0;14;0;0;0;0;0;77;3
136;4;2023;2023-04-01;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;0;0;1;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;9;22;0;0;0;10;29;20;6;3;1;15;0;1;1;28;0;0;0;0;0;167;3
137;4;2023;2023-04-01;36;6;Miracema;3303005;Interior;1;0;0;1;0;1;0;5;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;6;10;0;0;0;3;25;15;8;2;0;10;1;4;0;6;0;0;0;0;0;93;3
138;4;2023;2023-04-01;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3;3;0;0;0;0;0;2;0;0;0;0;0;0;0;22;3
139;4;2023;2023-04-01;29;6;Porciúncula;3304102;Interior;1;0;0;1;0;1;2;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;0;0;0;5;8;5;4;0;0;6;1;1;0;11;1;1;0;0;0;50;3
140;4;2023;2023-04-01;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;7;10;0;0;0;4;4;3;1;0;0;2;0;2;0;6;0;0;0;0;0;52;3
141;4;2023;2023-04-01;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;0;0;13;3;3;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;0;3;16;28;0;0;0;17;10;3;7;0;0;18;1;2;0;32;1;0;0;0;0;156;3
142;4;2023;2023-04-01;36;6;Cambuci;3300902;Interior;0;0;0;0;0;0;0;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;5;12;3;9;0;0;6;3;0;0;8;0;0;0;0;0;52;3
143;4;2023;2023-04-01;29;6;"Itaperuna;São José de Ubá";9999996;Interior;2;0;0;2;0;2;7;22;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;26;29;0;1;0;16;60;41;13;7;0;24;0;3;0;38;2;0;0;0;0;254;3
144;4;2023;2023-04-01;29;6;Bom Jesus de Itabapoana;3300605;Interior;1;0;0;1;0;1;3;11;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;3;0;0;2;11;17;0;0;0;12;31;24;6;1;0;17;3;5;0;14;2;0;0;0;0;128;3
145;4;2023;2023-04-01;8;6;São João da Barra;3305000;Interior;0;0;0;0;0;0;0;12;4;1;6;1;1;0;2;1;0;1;0;0;0;0;0;1;5;2;0;0;2;22;26;0;1;0;11;15;10;3;3;0;11;1;3;0;9;0;0;0;0;0;125;3
146;4;2023;2023-04-01;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;4;0;4;7;42;2;0;12;8;5;0;13;3;1;0;1;0;0;0;0;2;20;10;0;0;2;22;36;0;1;0;15;81;61;14;7;10;53;4;4;5;34;0;0;0;0;0;368;3
147;4;2023;2023-04-01;8;6;São Francisco de Itabapoana;3304755;Interior;9;0;0;9;0;9;0;9;2;2;9;1;1;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;13;14;0;0;0;10;19;13;6;0;1;10;0;3;1;6;2;0;0;0;0;108;3
148;4;2023;2023-04-01;29;6;"Cardoso Moreira;Italva";9999995;Interior;0;0;0;0;0;0;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;3;7;0;0;0;5;15;9;4;2;1;3;0;2;0;10;0;0;0;0;0;71;3
151;4;2023;2023-04-01;11;7;Nova Friburgo;3303401;Interior;4;0;0;4;0;4;1;66;5;0;21;3;0;0;3;0;0;1;0;0;0;0;0;0;4;8;4;3;2;34;51;0;0;0;108;39;8;30;1;2;56;11;9;0;68;4;0;0;0;0;539;3
152;4;2023;2023-04-01;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;2;1;1;0;0;0;4;2;0;0;9;0;0;0;0;0;29;3
153;4;2023;2023-04-01;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;2;3;0;0;0;8;1;0;1;0;0;1;0;0;0;8;0;0;0;0;0;49;3
154;4;2023;2023-04-01;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;0;1;17;2;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;7;10;0;0;0;17;5;5;0;0;0;0;0;1;0;21;0;0;0;0;0;125;3
155;4;2023;2023-04-01;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;3
156;4;2023;2023-04-01;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;3
157;4;2023;2023-04-01;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;29;3
158;4;2023;2023-04-01;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;0;0;9;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;1;1;4;0;0;0;8;4;3;1;0;1;1;0;3;0;14;0;0;0;0;0;70;3
159;4;2023;2023-04-01;35;4;Cachoeiras de Macacu;3300803;Interior;3;0;1;4;1;5;0;13;3;3;5;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;7;8;0;0;0;12;2;1;1;0;0;6;0;2;0;13;0;0;0;0;0;92;3
165;4;2023;2023-04-01;33;5;Mangaratiba;3302601;Interior;1;0;0;1;0;1;1;23;1;3;4;0;0;0;0;2;0;4;1;0;0;0;0;2;9;10;2;0;1;16;29;0;0;0;11;12;3;8;1;0;13;6;5;0;33;2;0;0;0;0;171;3
166;4;2023;2023-04-01;33;5;Angra dos Reis;3300100;Interior;3;0;0;3;9;12;2;84;10;3;12;6;1;0;7;2;0;0;0;0;0;0;0;0;9;5;5;1;11;39;62;0;1;1;65;18;6;12;0;5;29;1;21;0;66;5;0;0;0;0;486;3
167;4;2023;2023-04-01;33;5;Paraty;3303807;Interior;0;0;0;0;0;0;0;17;5;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;5;21;28;0;0;0;37;27;12;9;6;0;17;1;3;0;20;0;0;0;0;0;198;3
168;4;2023;2023-04-01;28;5;Rio Claro;3304409;Interior;1;0;0;1;0;1;0;4;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;4;0;0;0;10;3;2;1;1;1;3;0;2;0;5;0;0;0;0;0;53;3
1;5;2023;2023-05-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;2;5;0;1;10;32;8;3;43;1;0;1;0;0;0;0;1;10;56;9;74;21;54;75;235;0;1;0;74;3;3;0;0;2;21;0;8;1;11;0;0;0;0;0;587;3
4;5;2023;2023-05-01;5;1;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;0;12;0;1;14;35;14;19;68;2;0;2;1;0;0;0;0;13;86;4;52;26;68;113;269;0;0;0;39;18;8;10;0;4;34;2;12;7;14;1;0;0;0;0;662;3
5;5;2023;2023-05-01;5;1;Rio de Janeiro;3304557;Capital;1;0;2;3;0;3;0;39;0;1;5;84;35;1;120;2;0;8;0;0;0;0;0;15;145;14;90;13;95;146;369;0;2;0;77;12;9;2;1;1;109;2;5;2;31;5;1;0;0;0;915;3
6;5;2023;2023-05-01;4;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;23;4;1;36;20;5;18;43;11;0;1;0;0;0;0;0;16;71;6;33;28;67;97;234;0;1;0;81;1;0;1;0;5;22;11;6;2;32;5;0;0;0;0;610;3
7;5;2023;2023-05-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;2;8;1;0;3;11;2;2;15;1;0;0;1;0;0;0;0;8;25;1;3;0;7;31;42;0;2;0;26;2;1;1;0;2;7;0;0;0;9;2;0;0;0;0;182;3
9;5;2023;2023-05-01;2;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;3;18;1;0;23;38;30;14;82;13;0;4;0;0;0;0;0;14;115;24;32;14;73;120;278;0;2;0;121;16;11;4;1;4;27;4;7;3;13;6;0;0;0;0;822;3
10;5;2023;2023-05-01;2;1;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;0;22;2;0;21;36;18;4;58;8;0;14;1;0;0;0;2;12;96;26;16;28;79;170;333;0;10;0;166;9;7;2;0;2;28;6;2;0;32;2;1;0;0;0;947;3
11;5;2023;2023-05-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;2;9;0;0;0;14;1;0;1;0;0;2;0;1;0;12;2;0;0;0;0;78;3
12;5;2023;2023-05-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;32;2;0;8;35;24;1;60;0;0;4;2;0;0;0;1;11;79;10;106;10;137;155;439;0;4;0;187;6;5;1;0;0;23;5;10;8;37;2;0;0;0;0;1097;3
13;5;2023;2023-05-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;24;0;0;7;11;15;0;26;0;0;2;0;0;0;1;0;1;30;5;30;6;57;99;214;0;4;0;108;9;8;1;0;2;32;7;2;1;5;1;0;0;0;0;535;3
14;5;2023;2023-05-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;9;1;1;12;10;21;1;32;0;0;0;2;0;0;0;0;4;39;8;41;18;139;139;376;0;2;0;169;4;2;1;1;1;37;7;11;4;20;11;1;0;0;0;856;3
15;5;2023;2023-05-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;25;3;0;11;6;12;5;23;0;0;0;2;0;0;0;1;4;30;10;13;17;77;63;183;0;2;0;113;5;5;0;0;4;5;3;5;2;17;2;0;0;0;0;526;3
16;5;2023;2023-05-01;31;2;Rio de Janeiro;3304557;Capital;6;0;0;6;0;6;3;59;3;3;53;50;30;14;94;12;1;1;3;0;0;0;0;23;134;42;30;55;119;291;548;0;2;1;381;51;43;8;0;6;98;15;33;9;75;8;1;0;0;0;1839;3
17;5;2023;2023-05-01;4;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;4;30;1;1;32;26;17;26;69;31;1;0;0;0;0;0;0;17;119;13;12;19;60;94;198;0;0;0;53;6;3;2;1;11;28;1;8;0;23;3;0;0;0;0;684;3
18;5;2023;2023-05-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;0;23;2;3;14;28;43;9;80;11;0;5;0;0;0;0;0;19;115;12;27;16;160;159;375;0;4;0;82;8;8;0;0;6;13;1;8;1;38;2;0;0;0;0;863;3
19;5;2023;2023-05-01;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;24;3;1;19;38;30;2;70;7;0;5;0;0;0;0;0;3;85;11;24;18;70;120;246;0;3;0;160;4;2;2;0;1;35;4;6;2;42;2;0;0;0;0;867;3
20;5;2023;2023-05-01;6;1;Rio de Janeiro;3304557;Capital;2;0;0;2;0;2;2;31;1;0;16;36;15;4;55;19;0;4;2;0;0;0;1;9;90;17;9;35;33;132;227;0;1;0;120;2;0;2;0;2;16;6;2;0;34;5;0;0;0;0;736;3
21;5;2023;2023-05-01;22;1;Rio de Janeiro;3304557;Capital;8;0;1;9;2;11;11;50;7;4;37;54;26;17;97;70;9;4;1;0;2;0;0;39;223;21;15;32;32;139;240;0;2;0;189;22;7;10;5;142;59;2;26;6;38;5;0;0;0;0;1368;3
22;5;2023;2023-05-01;16;1;Rio de Janeiro;3304557;Capital;11;0;0;11;2;13;4;47;5;2;28;41;16;6;63;35;14;8;1;0;0;0;1;12;134;18;6;17;5;101;148;0;5;1;158;8;2;6;0;68;39;1;7;1;46;5;0;0;0;0;910;3
23;5;2023;2023-05-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;21;1;0;9;45;20;3;68;36;1;0;0;0;0;0;1;16;122;8;5;8;14;71;106;0;0;0;61;0;0;0;0;4;9;3;3;0;21;3;0;0;0;0;505;3
24;5;2023;2023-05-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;30;1;1;16;45;36;6;87;55;0;0;0;0;0;0;0;24;166;13;14;8;59;95;189;0;1;0;84;2;1;1;0;16;14;0;2;0;43;3;0;0;0;0;701;3
25;5;2023;2023-05-01;3;1;Rio de Janeiro;3304557;Capital;1;0;1;2;2;4;6;46;0;0;17;20;14;10;44;31;1;1;0;0;0;0;0;35;112;3;4;20;22;72;122;0;6;0;71;17;4;9;4;37;32;2;7;2;37;1;0;0;0;0;637;3
26;5;2023;2023-05-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;28;1;0;16;43;23;5;71;48;1;0;0;0;0;0;0;21;141;6;12;5;48;59;130;0;2;0;72;7;4;2;1;16;15;2;2;1;29;4;0;0;0;0;653;3
27;5;2023;2023-05-01;41;2;Rio de Janeiro;3304557;Capital;5;0;0;5;1;6;2;26;5;0;18;80;22;8;110;115;9;3;0;0;0;0;0;27;264;20;7;17;14;106;165;0;3;0;175;4;0;4;0;58;28;2;4;0;53;2;1;0;0;0;1007;3
28;5;2023;2023-05-01;18;2;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;1;47;1;0;7;14;13;4;31;26;8;1;1;0;0;0;0;8;75;1;4;16;16;53;92;0;4;0;124;3;1;2;0;7;32;3;5;0;37;5;0;0;0;0;571;3
29;5;2023;2023-05-01;9;2;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;1;26;5;1;28;90;34;16;140;99;3;4;2;0;0;0;0;31;279;18;46;35;40;148;288;0;3;0;161;3;1;2;0;47;55;2;0;1;42;5;0;0;0;0;1135;3
30;5;2023;2023-05-01;9;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;50;3;1;18;45;25;5;75;58;1;2;0;0;0;0;0;15;151;23;11;5;6;42;87;0;2;0;87;1;0;0;1;7;26;0;1;1;47;3;0;0;0;0;580;3
31;5;2023;2023-05-01;41;2;Rio de Janeiro;3304557;Capital;2;0;0;2;1;3;0;31;5;1;26;61;27;12;100;45;7;1;0;0;0;0;0;19;172;20;2;15;9;46;93;0;1;0;92;8;1;6;1;42;21;3;3;0;37;0;0;0;0;0;676;3
32;5;2023;2023-05-01;18;2;Rio de Janeiro;3304557;Capital;15;0;0;15;0;15;1;145;3;5;44;65;39;11;115;45;11;3;2;0;0;0;1;33;210;34;19;62;59;323;504;0;6;0;370;21;6;10;5;25;71;1;20;1;137;17;0;0;0;0;2125;3
33;5;2023;2023-05-01;14;2;Rio de Janeiro;3304557;Capital;6;0;0;6;1;7;1;84;8;4;57;40;23;2;65;60;9;6;0;0;1;0;2;10;153;23;10;2;22;63;125;0;1;0;127;5;0;5;0;29;37;3;6;2;67;4;0;0;0;0;956;3
34;5;2023;2023-05-01;14;2;Rio de Janeiro;3304557;Capital;6;0;0;6;7;13;5;93;8;2;44;52;34;6;92;75;18;2;1;0;0;0;0;22;210;24;26;9;31;100;191;0;3;0;239;21;3;13;5;51;59;3;22;1;96;10;1;0;0;0;1279;3
35;5;2023;2023-05-01;40;2;Rio de Janeiro;3304557;Capital;5;0;0;5;0;5;7;176;22;5;85;47;18;3;68;39;15;7;1;0;1;0;0;21;152;76;24;19;60;227;410;0;11;2;246;3;2;1;0;24;75;3;28;4;268;19;0;0;0;0;2152;3
