cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
126;7;2022;2022-07-01;25;4;Cabo Frio;3300704;Interior;4;0;0;4;2;6;3;71;8;4;13;11;7;0;18;5;1;1;0;0;0;1;0;8;34;18;2;3;14;135;174;0;3;0;125;61;15;41;6;7;86;12;16;0;61;2;0;0;0;0;851;3
127;7;2022;2022-07-01;25;4;Armação dos Búzios;3300233;Interior;2;0;0;2;0;2;1;24;4;2;6;2;1;0;3;0;0;0;0;0;0;0;0;2;5;2;5;0;11;23;43;0;0;0;18;10;2;7;2;1;21;0;2;0;23;0;1;0;0;0;217;3
128;7;2022;2022-07-01;32;6;Rio das Ostras;3304524;Interior;4;0;0;4;0;4;2;32;6;2;13;11;3;0;14;5;1;1;0;0;1;0;0;2;24;17;6;1;4;91;123;0;0;0;124;30;12;14;5;5;31;3;8;0;50;7;2;0;0;0;655;3
129;7;2022;2022-07-01;25;4;Iguaba Grande;3301876;Interior;1;0;0;1;0;1;2;13;2;0;3;2;3;0;5;1;0;1;1;0;0;0;0;0;8;1;0;0;0;16;17;0;0;0;28;0;0;0;0;0;4;0;5;0;12;3;0;0;0;0;120;3
130;7;2022;2022-07-01;32;6;"Quissamã;Carapebus";9999994;Interior;0;0;0;0;0;0;5;7;0;0;5;1;0;0;1;4;0;0;0;0;0;0;0;0;5;3;0;0;0;9;12;0;0;0;8;9;2;7;0;1;6;3;3;0;18;1;0;0;0;0;93;3
132;7;2022;2022-07-01;25;4;Arraial do Cabo;3300258;Interior;1;0;0;1;0;1;0;23;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;5;24;34;0;0;0;21;14;1;10;4;1;20;3;3;0;25;1;1;0;0;0;154;3
134;7;2022;2022-07-01;8;6;Campos dos Goytacazes;3301009;Interior;3;0;0;3;0;3;0;68;7;5;13;28;10;0;38;6;0;2;1;0;0;0;0;12;59;20;8;5;16;109;179;0;0;0;243;50;21;24;7;11;69;11;18;5;51;5;0;0;0;0;959;3
135;7;2022;2022-07-01;36;6;Itaocara;3302106;Interior;1;0;0;1;0;1;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;7;13;0;1;0;35;9;6;3;0;0;5;3;6;0;6;0;0;0;0;0;100;3
136;7;2022;2022-07-01;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;3;0;0;3;0;3;1;21;1;0;11;0;0;0;0;0;0;1;0;1;0;0;0;1;3;3;1;0;2;7;19;0;0;0;14;26;10;10;6;1;14;2;1;0;16;1;1;0;0;0;141;3
137;7;2022;2022-07-01;36;6;Miracema;3303005;Interior;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;0;0;2;29;14;15;0;1;8;1;2;2;8;0;0;0;0;0;65;3
138;7;2022;2022-07-01;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;0;0;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;4;0;0;0;2;0;0;0;0;0;3;0;0;0;8;0;1;0;0;0;32;3
139;7;2022;2022-07-01;29;6;Porciúncula;3304102;Interior;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;4;5;2;3;0;0;2;0;2;0;4;0;0;0;0;0;33;3
140;7;2022;2022-07-01;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;0;0;11;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;0;0;0;8;10;7;1;2;0;11;0;4;0;3;0;0;0;0;0;77;3
141;7;2022;2022-07-01;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;0;4;11;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;12;19;0;0;0;25;6;2;3;1;0;5;0;2;0;18;3;0;0;0;0;129;3
142;7;2022;2022-07-01;36;6;Cambuci;3300902;Interior;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;0;0;8;2;1;1;0;0;1;0;0;0;4;0;0;0;0;0;37;3
143;7;2022;2022-07-01;29;6;"Itaperuna;São José de Ubá";9999996;Interior;4;0;0;4;0;4;0;39;2;0;6;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;3;21;27;0;0;0;42;73;58;15;1;2;36;0;4;0;38;3;0;0;0;0;323;3
144;7;2022;2022-07-01;29;6;Bom Jesus de Itabapoana;3300605;Interior;1;0;0;1;0;1;0;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;5;9;0;0;0;9;9;6;1;2;1;4;2;4;0;17;1;0;0;0;0;99;3
145;7;2022;2022-07-01;8;6;São João da Barra;3305000;Interior;0;0;0;0;0;0;0;21;2;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;3;1;0;0;1;22;25;0;0;0;15;10;5;6;0;2;20;0;6;0;10;0;0;0;0;0;121;3
146;7;2022;2022-07-01;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;4;0;4;8;30;4;0;36;11;3;0;14;1;3;3;2;0;0;0;0;1;24;5;1;1;7;25;42;0;1;0;22;31;14;17;1;4;55;3;20;4;41;2;0;0;0;0;344;3
147;7;2022;2022-07-01;8;6;São Francisco de Itabapoana;3304755;Interior;3;0;0;3;0;3;0;8;0;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;10;12;0;0;0;4;7;4;2;1;0;12;1;5;0;12;2;0;0;0;0;71;3
148;7;2022;2022-07-01;29;6;"Cardoso Moreira;Italva";9999995;Interior;0;0;0;0;0;0;1;7;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;14;9;25;0;0;0;6;7;4;3;1;0;9;0;1;0;5;1;0;0;0;0;86;3
151;7;2022;2022-07-01;11;7;Nova Friburgo;3303401;Interior;2;0;0;2;0;2;1;71;1;2;25;3;1;0;4;0;0;2;0;0;0;0;0;1;7;13;7;2;7;50;79;0;0;0;118;33;8;21;4;7;38;7;12;0;64;5;0;0;0;0;573;3
152;7;2022;2022-07-01;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;3;0;0;0;0;1;1;0;1;0;2;0;0;0;0;0;29;3
153;7;2022;2022-07-01;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;0;0;5;1;1;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;5;7;0;0;0;1;4;2;1;1;1;1;0;1;0;6;0;0;0;0;0;41;3
154;7;2022;2022-07-01;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;0;0;18;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;7;0;74;23;104;0;1;0;17;4;3;1;0;0;2;0;2;0;24;0;0;0;0;0;193;3
155;7;2022;2022-07-01;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;18;3
156;7;2022;2022-07-01;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;3;2;1;1;0;0;0;0;0;0;2;0;0;0;0;0;29;3
157;7;2022;2022-07-01;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;2;0;0;0;0;0;6;0;0;0;3;0;0;0;0;0;21;3
158;7;2022;2022-07-01;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;0;0;4;4;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2;6;0;0;0;12;4;2;0;2;0;4;0;2;0;11;5;0;0;0;0;65;3
159;7;2022;2022-07-01;35;4;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;0;0;1;22;2;1;12;1;0;0;1;3;0;0;0;0;0;0;0;1;5;1;0;0;1;6;8;0;0;0;8;5;2;3;0;0;7;0;5;1;11;0;0;0;0;0;105;3
165;7;2022;2022-07-01;33;5;Mangaratiba;3302601;Interior;0;0;0;0;0;0;1;11;6;0;5;1;1;1;3;2;0;1;1;0;0;0;0;0;7;5;0;0;2;13;20;0;0;0;18;6;4;2;0;1;8;1;6;0;22;1;0;0;0;0;133;3
166;7;2022;2022-07-01;33;5;Angra dos Reis;3300100;Interior;5;0;0;5;7;12;4;64;6;4;11;7;3;0;10;1;0;0;0;0;0;0;0;2;13;7;3;1;8;29;48;0;0;0;95;18;5;12;2;7;19;1;14;0;54;4;0;0;0;0;469;3
167;7;2022;2022-07-01;33;5;Paraty;3303807;Interior;3;0;0;3;0;3;0;16;3;0;2;1;1;0;2;1;0;1;0;0;0;0;0;0;4;0;1;0;1;11;15;0;0;0;38;10;3;5;2;3;13;2;3;0;24;1;0;0;0;0;195;3
168;7;2022;2022-07-01;28;5;Rio Claro;3304409;Interior;1;0;0;1;0;1;1;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;38;3
1;8;2022;2022-08-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;9;0;1;5;56;14;4;74;0;0;0;0;0;0;0;4;2;80;5;59;14;49;74;204;0;4;0;81;8;6;1;1;3;21;2;7;2;10;2;0;0;0;0;652;3
4;8;2022;2022-08-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;16;2;0;14;67;34;21;122;3;0;3;0;0;0;2;0;12;142;3;57;18;86;69;235;0;2;0;70;10;3;6;1;2;31;5;11;1;15;6;0;0;0;0;646;3
5;8;2022;2022-08-01;5;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;1;42;3;0;10;131;25;2;158;2;1;5;0;0;0;0;3;15;184;6;136;14;95;134;403;0;3;0;209;31;18;10;3;3;56;12;21;2;35;1;0;0;0;0;1196;3
6;8;2022;2022-08-01;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;6;41;3;4;24;16;11;16;43;19;0;1;0;0;0;0;0;12;75;6;29;34;24;69;162;0;0;2;42;2;1;1;0;17;17;5;7;3;27;4;0;0;0;0;490;3
7;8;2022;2022-08-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;5;17;0;0;2;22;5;2;29;2;0;0;0;0;0;0;0;18;49;1;5;1;5;28;40;0;1;0;27;5;0;3;2;2;6;0;0;0;11;4;0;0;0;0;207;3
9;8;2022;2022-08-01;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;2;2;25;2;1;13;49;24;1;74;8;0;2;1;0;0;0;1;2;88;17;38;18;79;100;261;0;1;1;206;15;12;3;0;1;25;4;8;0;21;3;0;0;0;0;860;3
10;8;2022;2022-08-01;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;26;1;0;14;44;12;3;59;7;1;7;0;0;0;0;0;17;91;18;13;30;65;155;303;0;5;1;196;1;1;0;0;0;31;9;13;1;32;4;2;0;0;0;901;3
11;8;2022;2022-08-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;10;4;1;5;1;0;0;1;0;0;1;0;0;0;0;0;0;2;2;1;1;0;5;9;0;0;0;11;1;0;1;0;0;4;0;1;0;9;1;0;0;0;0;76;3
12;8;2022;2022-08-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;3;35;1;0;9;38;24;1;63;1;1;2;2;0;0;0;0;14;83;16;47;3;72;139;293;0;3;0;202;5;3;2;0;1;25;18;12;1;30;3;1;0;0;0;900;3
13;8;2022;2022-08-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;11;0;0;1;5;5;0;10;0;0;1;0;0;0;0;0;1;12;3;20;3;21;89;140;0;2;1;99;4;4;0;0;1;15;8;3;2;12;1;0;0;0;0;410;3
14;8;2022;2022-08-01;23;1;Rio de Janeiro;3304557;Capital;2;0;0;2;0;2;0;18;1;0;5;19;17;1;37;0;0;3;0;0;0;0;0;9;49;11;46;8;78;135;292;0;3;0;172;6;4;0;2;2;31;9;13;2;22;5;0;0;0;0;765;3
15;8;2022;2022-08-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;14;2;2;8;10;5;2;17;5;0;0;0;0;0;0;0;3;25;3;14;12;32;46;111;0;1;0;105;6;3;3;0;3;15;3;3;0;24;4;1;0;0;0;443;3
16;8;2022;2022-08-01;31;2;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;2;59;0;0;40;37;36;6;79;11;1;2;2;0;1;0;0;10;106;18;37;62;262;297;683;0;1;0;510;11;10;1;0;10;62;12;18;3;80;12;0;0;0;0;1938;3
17;8;2022;2022-08-01;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;36;6;5;20;34;27;30;91;17;2;2;0;0;0;0;0;20;133;13;11;31;36;97;190;0;1;0;47;8;2;5;1;6;21;0;13;2;17;4;0;0;0;0;649;3
18;8;2022;2022-08-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;0;18;2;0;7;74;51;9;134;25;1;6;0;0;0;0;0;15;181;10;32;18;172;195;431;0;2;0;99;14;12;2;0;7;13;10;1;2;13;3;0;0;0;0;973;3
19;8;2022;2022-08-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;1;25;0;0;10;42;44;2;88;22;1;1;0;0;0;0;0;7;119;6;34;16;55;130;248;0;5;0;234;4;0;4;0;7;18;6;33;1;58;5;0;0;0;0;981;3
20;8;2022;2022-08-01;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;13;38;0;1;16;44;23;4;71;33;3;2;1;0;0;0;0;14;124;4;13;15;48;115;201;0;3;0;170;6;2;4;0;7;19;2;2;0;42;0;0;0;0;0;779;3
21;8;2022;2022-08-01;22;1;Rio de Janeiro;3304557;Capital;6;1;1;8;3;11;14;48;4;6;55;90;56;36;182;48;28;4;0;0;0;0;0;29;292;20;38;62;112;150;383;0;7;0;190;25;3;14;8;49;62;3;49;3;34;8;0;0;0;0;1509;3
22;8;2022;2022-08-01;16;1;Rio de Janeiro;3304557;Capital;2;0;1;3;1;4;2;49;6;7;26;50;27;22;99;35;14;0;1;0;0;1;0;10;160;27;10;16;24;132;210;0;3;0;160;5;1;3;1;32;38;2;11;4;44;4;0;0;0;0;887;3
23;8;2022;2022-08-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;25;1;0;8;41;17;3;61;40;1;2;0;0;0;0;0;17;121;12;13;9;13;84;132;0;0;0;125;0;0;0;0;7;12;0;5;0;41;3;1;0;0;0;575;3
24;8;2022;2022-08-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;1;20;4;1;13;70;20;3;93;49;0;3;0;0;0;0;1;19;165;17;21;18;14;59;131;0;0;0;120;4;1;2;1;12;19;5;0;0;28;2;0;0;0;0;618;3
25;8;2022;2022-08-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;1;38;3;0;15;46;15;10;71;30;3;5;0;0;0;0;0;36;145;4;7;25;28;90;154;0;1;0;111;20;1;12;7;27;27;6;8;1;34;4;0;0;0;0;668;3
26;8;2022;2022-08-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;2;3;0;29;5;2;19;35;14;6;55;27;3;0;0;0;1;1;0;26;113;9;13;11;22;79;134;0;0;0;106;2;1;1;0;22;5;4;4;0;23;0;0;0;0;0;613;3
27;8;2022;2022-08-01;41;2;Rio de Janeiro;3304557;Capital;6;0;1;7;1;8;2;40;4;2;10;77;37;13;127;84;2;1;0;0;0;0;1;23;238;28;7;6;15;132;188;0;2;0;132;9;2;7;0;27;43;2;8;1;46;6;0;0;0;0;926;3
28;8;2022;2022-08-01;18;2;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;1;23;3;0;12;17;12;0;29;22;4;1;0;0;0;0;0;12;68;12;6;10;8;82;118;0;1;0;40;4;0;2;2;4;6;0;4;1;43;1;0;0;0;0;534;3
29;8;2022;2022-08-01;9;2;Rio de Janeiro;3304557;Capital;1;0;0;1;6;7;2;43;5;1;31;126;39;11;176;85;9;5;1;0;0;0;0;51;328;35;46;28;34;147;292;0;0;0;175;6;3;2;1;23;37;0;11;0;55;6;0;0;0;0;1170;3
30;8;2022;2022-08-01;9;2;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;1;44;6;2;16;53;18;3;74;59;3;1;0;0;0;0;1;7;145;26;14;11;11;61;123;0;0;0;78;4;0;3;1;5;16;0;2;1;37;6;0;0;0;0;598;3
31;8;2022;2022-08-01;41;2;Rio de Janeiro;3304557;Capital;7;0;0;7;3;10;0;41;6;2;14;57;10;9;76;42;3;3;0;0;0;0;0;9;133;18;8;3;7;42;78;0;0;0;126;7;0;7;0;48;16;3;6;1;60;7;1;0;0;0;616;3
32;8;2022;2022-08-01;18;2;Rio de Janeiro;3304557;Capital;4;0;1;5;2;7;1;115;17;0;40;87;29;10;126;45;5;8;1;0;0;1;0;53;240;21;19;43;48;377;512;0;7;3;441;6;1;4;1;22;44;3;38;1;114;12;0;0;0;0;2046;3
33;8;2022;2022-08-01;14;2;Rio de Janeiro;3304557;Capital;1;0;0;1;3;4;6;79;7;7;40;57;52;4;113;51;14;1;1;0;0;0;0;14;194;18;7;2;23;57;111;0;2;0;151;6;3;3;0;16;30;0;11;0;52;5;0;0;0;0;939;3
34;8;2022;2022-08-01;14;2;Rio de Janeiro;3304557;Capital;5;0;0;5;5;10;5;98;12;2;41;63;23;4;90;75;16;2;2;0;0;0;2;15;202;13;13;4;21;67;118;0;2;0;195;17;1;9;7;33;42;3;17;1;110;20;1;0;0;0;1148;3
35;8;2022;2022-08-01;40;2;Rio de Janeiro;3304557;Capital;5;0;0;5;0;5;3;163;19;4;58;75;19;19;113;59;9;4;3;0;0;2;3;21;214;69;27;25;32;192;346;0;5;1;345;2;2;0;0;15;68;5;32;1;230;21;2;0;0;0;2084;3
36;8;2022;2022-08-01;27;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;87;11;8;22;37;15;7;59;19;3;3;1;0;0;0;0;15;101;22;9;9;9;64;116;0;1;0;146;4;3;1;0;21;27;0;15;0;67;15;1;0;0;0;868;3
37;8;2022;2022-08-01;17;1;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;6;55;11;0;18;19;9;3;31;15;4;1;0;0;0;0;0;7;58;16;12;4;21;94;147;0;5;0;230;5;2;3;0;15;29;14;7;0;56;5;0;0;0;0;921;3
38;8;2022;2022-08-01;16;1;Rio de Janeiro;3304557;Capital;0;0;0;0;3;3;0;51;4;0;24;37;26;6;69;43;21;7;1;0;0;0;1;18;161;28;0;3;9;70;111;0;2;0;153;5;1;4;0;20;14;0;8;1;55;9;0;0;0;0;735;3
39;8;2022;2022-08-01;41;2;Rio de Janeiro;3304557;Capital;4;0;0;4;2;6;1;43;5;0;13;54;21;16;91;32;15;1;3;0;0;0;2;10;155;22;7;3;6;33;71;0;1;0;122;10;2;8;0;78;23;0;9;1;29;10;0;0;0;0;629;3
40;8;2022;2022-08-01;9;2;Rio de Janeiro;3304557;Capital;2;0;0;2;2;4;1;25;3;0;19;72;22;12;106;36;2;1;0;0;0;0;1;31;177;11;11;7;11;47;87;0;0;0;89;5;0;3;2;16;20;1;3;0;33;2;0;0;1;0;558;3
41;8;2022;2022-08-01;18;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;21;3;2;19;46;9;4;59;8;0;5;0;0;0;2;0;6;80;8;12;20;11;56;107;0;1;0;101;2;0;2;0;9;24;0;4;0;40;5;0;0;0;0;532;3
42;8;2022;2022-08-01;31;2;Rio de Janeiro;3304557;Capital;2;0;0;2;0;2;2;57;6;2;30;18;12;3;33;4;2;2;1;0;0;0;0;11;53;27;4;19;45;118;225;0;4;1;176;53;52;1;0;8;19;4;6;0;87;2;0;0;0;0;1034;3
43;8;2022;2022-08-01;27;2;Rio de Janeiro;3304557;Capital;2;0;0;2;0;2;0;67;12;2;37;24;9;7;40;8;3;1;1;0;0;0;0;2;56;13;2;7;16;36;75;0;2;0;60;1;0;1;0;3;19;0;5;0;80;7;1;1;0;0;526;3
44;8;2022;2022-08-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;3;4;0;20;4;0;27;63;39;8;110;49;15;1;1;0;0;0;0;22;198;9;8;8;17;69;111;0;0;1;77;4;1;3;0;17;14;2;4;0;21;2;0;0;0;0;595;3
48;8;2022;2022-08-01;24;3;Seropédica;3305554;Baixada Fluminense;1;0;0;1;0;1;1;20;1;3;7;2;1;2;5;4;0;4;0;0;0;0;0;0;13;3;0;1;3;22;32;0;2;0;41;10;5;5;0;2;19;1;12;1;27;4;0;0;0;0;245;3
50;8;2022;2022-08-01;24;3;Itaguaí;3302007;Baixada Fluminense;2;0;0;2;3;5;1;47;11;3;12;15;13;1;29;9;1;0;1;0;0;0;2;7;49;7;8;0;12;36;64;0;2;0;66;10;5;4;1;7;29;0;15;0;30;4;2;0;0;0;488;3
51;8;2022;2022-08-01;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;0;28;0;0;2;1;1;0;2;0;1;0;0;0;0;0;2;0;5;2;0;0;4;16;22;0;0;0;17;4;2;2;0;0;6;0;7;2;19;0;0;0;0;0;138;3
52;8;2022;2022-08-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;2;3;5;7;53;4;2;26;40;33;7;80;34;5;2;1;0;0;0;0;14;136;54;17;4;40;106;223;0;4;0;194;2;1;1;0;7;41;1;15;1;54;9;1;0;0;0;896;3
53;8;2022;2022-08-01;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;0;2;6;66;7;0;9;47;35;12;94;16;1;1;1;0;0;0;0;7;120;31;3;0;7;58;99;0;0;1;63;15;2;12;1;15;32;0;7;0;46;5;0;0;0;0;561;3
54;8;2022;2022-08-01;39;3;Belford Roxo;3300456;Baixada Fluminense;12;0;0;12;3;15;10;120;19;2;24;114;11;11;136;90;8;3;2;0;1;0;3;27;270;45;13;10;10;68;146;0;3;7;275;16;1;14;1;40;57;4;35;1;134;21;0;0;0;0;1311;3
55;8;2022;2022-08-01;24;3;Queimados;3304144;Baixada Fluminense;8;0;0;8;3;11;3;40;7;2;12;24;25;3;52;6;3;4;0;0;0;0;0;2;67;10;3;0;9;40;63;0;1;0;66;6;3;3;0;5;13;0;6;0;54;4;0;0;0;0;460;3
56;8;2022;2022-08-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10;0;0;10;7;17;12;89;6;2;23;55;25;7;87;16;5;2;3;0;1;0;0;17;131;13;3;0;8;35;60;0;2;0;99;6;0;6;0;13;23;4;4;0;94;14;0;0;0;0;694;3
57;8;2022;2022-08-01;20;3;Nilópolis;3303203;Baixada Fluminense;1;0;0;1;4;5;3;50;5;0;12;49;21;1;71;25;5;6;0;0;1;0;0;16;124;21;7;2;8;102;140;0;1;0;100;5;1;4;0;8;22;0;8;0;40;3;0;0;0;0;621;3
58;8;2022;2022-08-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5;0;2;7;3;10;7;138;13;7;31;74;25;3;102;39;5;3;5;0;0;0;0;9;163;31;5;2;20;48;107;0;5;0;127;2;1;1;0;12;24;2;12;0;91;10;0;0;0;0;1002;3
59;8;2022;2022-08-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;4;8;12;105;5;3;46;186;68;39;293;99;27;7;1;0;0;3;1;39;470;54;64;11;31;209;369;0;0;1;178;7;0;5;2;109;59;3;10;0;85;9;1;0;0;0;1695;3
60;8;2022;2022-08-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;8;4;12;10;83;12;4;25;59;15;10;84;110;28;4;0;0;0;0;1;16;243;25;5;3;8;36;79;0;2;0;102;14;2;12;0;39;48;1;17;0;59;9;1;0;0;0;795;3
61;8;2022;2022-08-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;0;18;1;1;11;1;0;0;1;2;1;0;0;0;0;0;0;1;5;3;0;2;5;11;21;0;0;0;25;0;0;0;0;1;15;0;3;0;19;2;0;0;0;0;152;3
62;8;2022;2022-08-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;1;0;0;1;2;3;4;57;11;2;16;48;21;16;85;23;6;1;3;0;0;0;1;6;125;7;3;3;6;29;52;0;0;0;98;4;0;4;0;17;11;1;3;0;46;2;0;0;0;0;501;3
63;8;2022;2022-08-01;24;3;Japeri;3302270;Baixada Fluminense;3;0;0;3;12;15;3;26;1;1;2;17;1;0;18;3;0;1;0;0;0;0;1;2;25;9;3;0;3;22;37;0;0;0;15;9;4;4;1;2;11;0;6;0;27;4;0;0;0;0;236;3
64;8;2022;2022-08-01;21;3;São João de Meriti;3305109;Baixada Fluminense;6;0;0;6;10;16;4;107;14;0;35;89;40;41;170;100;39;7;6;0;0;0;3;45;370;60;10;15;4;115;205;0;0;0;136;8;1;6;1;17;39;2;7;0;121;9;0;0;0;0;1271;3
65;8;2022;2022-08-01;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;1;2;5;24;12;1;4;15;5;2;22;6;4;2;1;0;0;0;0;1;36;7;4;0;2;24;40;0;0;0;44;7;0;6;1;3;7;1;7;0;21;9;1;0;0;0;288;3
66;8;2022;2022-08-01;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;0;1;4;68;6;1;22;16;9;3;28;8;0;1;2;0;0;0;1;3;43;8;4;1;7;32;53;0;3;0;28;2;1;1;0;9;18;0;8;0;70;4;0;0;0;0;357;3
67;8;2022;2022-08-01;34;3;Guapimirim;3301850;Baixada Fluminense;2;0;0;2;0;2;0;21;6;0;5;4;2;0;6;2;1;0;1;0;0;0;0;1;11;2;2;1;5;27;37;0;0;0;24;3;0;1;2;3;2;1;4;0;31;3;0;0;0;0;217;3
70;8;2022;2022-08-01;35;4;Tanguá;3305752;Interior;0;0;0;0;0;0;0;14;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;3;0;0;0;2;9;14;0;0;0;9;1;0;1;0;0;2;0;2;0;12;1;0;0;0;0;70;3
71;8;2022;2022-08-01;35;4;Itaboraí;3301900;Interior;2;0;0;2;5;7;8;67;12;5;15;41;12;0;53;32;0;1;1;0;0;0;0;7;94;28;6;3;6;42;85;0;3;3;64;11;1;10;0;17;22;3;12;3;61;2;0;0;0;0;500;3
